id,created_at,source,polarity,subjectivity,original_text,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location
2163,Fri Jun 18 21:20:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,1.0,,en,240.0,155.0,Sam_Kurdistan,40,32,,,,Kurdistan 
2164,Fri Jun 18 21:21:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.34545454545454546,0.6181818181818182,"@IanAbNe @21WIRE @British_Airways @kmacbean123 If those pilots were recently vaccinated with not sufficiently tested experimental Covid19 vaccines it is every passenger's business!
What if the two pilots of a plane become unwell or get a stroke while flying?",en,23.0,4.0,ICampaigner,65,401,,[],"[{'screen_name': 'IanAbNe', 'name': 'Ian', 'id': 1089975417061208065, 'id_str': '1089975417061208065', 'indices': [0, 8]}, {'screen_name': '21WIRE', 'name': 'Patrick Henningsen', 'id': 16936686, 'id_str': '16936686', 'indices': [9, 16]}, {'screen_name': 'British_Airways', 'name': 'British Airways', 'id': 18332190, 'id_str': '18332190', 'indices': [17, 33]}, {'screen_name': 'kmacbean123', 'name': 'EyesOpen', 'id': 2700131429, 'id_str': '2700131429', 'indices': [34, 46]}]","Hitchin, England"
2165,Fri Jun 18 21:21:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.4,0.375,"8,911,332 doses of #COVID19 vaccine have been administered citywide, including:

• 4,630,909 first doses
• 3,900,158 second doses
• 380,265 single doses

Vaccines = freedom. Help us finish this fight.

➡️ https://t.co/KwhEv8K9Bt
➡️ https://t.co/M175DraIG0",en,16.0,3.0,Arcange52536129,142,28,,"[{'text': 'COVID19', 'indices': [19, 27]}]",[],
2166,Fri Jun 18 21:21:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.13636363636363635,0.4545454545454545,,en,243.0,156.0,noshores,103,1053,,,,having a nice time
2167,Fri Jun 18 21:21:16 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.16666666666666666,0.18888888888888888,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,435.0,214.0,VickyVicsmi,2378,2672,,[],[],Essex
2168,Fri Jun 18 21:21:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.05,0.4,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,4.0,3.0,chassuz,1044,804,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],South Carolina
2169,Fri Jun 18 21:21:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3.7007434154171876e-17,0.6333333333333334,"Former Pfizer VP and Virologist, Dr. Michael Yeadon, is one of the most credentialed medical professionals speaking out about the dangers of the #Covid19 vaccines, breaks down his “list of lies” that keeps him up at night. https://t.co/LSE8CrKdqn",en,1584.0,901.0,defiunicorn,559,314,,"[{'text': 'Covid19', 'indices': [145, 153]}]",[],Ethereum 🌈
2170,Fri Jun 18 21:21:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,244.0,157.0,chuwaca,180,506,,,,
2171,Fri Jun 18 21:21:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,244.0,158.0,aimanmohd91,97,312,,,,Hati awak
2172,Fri Jun 18 21:21:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,4.0,4.0,Bobblinger,349,1286,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],
2173,Fri Jun 18 21:21:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,,en,244.0,158.0,talharamaBTC,214,731,,,,
2174,Fri Jun 18 21:21:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,,en,246.0,159.0,FFK_K4,68,128,,,,
2175,Fri Jun 18 21:21:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,,en,246.0,160.0,Anonimyth,762,824,,,,@NATO territory
2176,Fri Jun 18 21:21:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.0,,en,67.0,44.0,Kintsugi4u,199,833,,,,Ireland
2177,Fri Jun 18 21:21:53 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.3375,0.725,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,436.0,215.0,carlsonoxford,584,1149,,[],[],Europe
2178,Fri Jun 18 21:21:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,152.0,129.0,nickoliphant,244,817,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],
2179,Fri Jun 18 21:21:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.05,0.4,13) Similar #DeltaVariant worries from a 🇨🇦 hospital— ➡️Outbreak even w/ 2 dose of mRNA vaccines—16 patients &amp; 6 HCWS #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine. A 2x vaccinated 80-year old also died. https://t.co/Y4GubHLMYF,en,174.0,72.0,naheed973,426,726,,"[{'text': 'DeltaVariant', 'indices': [12, 25]}, {'text': 'DeltaVariant', 'indices': [122, 135]}, {'text': 'COVID19', 'indices': [199, 207]}]",[],.
2180,Fri Jun 18 21:22:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.0,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,5.0,5.0,99mangoes,559,365,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],
2181,Fri Jun 18 21:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.3375,0.725,,en,,,PuneUpdater,88,0,,,,
2182,Fri Jun 18 21:22:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,6.0,6.0,DMHaselden3,1729,4998,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],"South Carolina, USA"
2183,Fri Jun 18 21:22:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,248.0,161.0,aimanmohd91,97,312,,,,Hati awak
2184,Fri Jun 18 21:22:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.21428571428571427,0.42857142857142855,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,6.0,7.0,lurrienne,126,659,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],
2185,Fri Jun 18 21:22:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,7.0,8.0,3under3,1117,5006,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],
2186,Fri Jun 18 21:22:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,,en,249.0,162.0,makyurial,448,671,,,,snarling hungry sheep hill
2187,Fri Jun 18 21:22:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,"Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under development ""revolutionary"" and ""the Tesla of vaccines."" Watch here: https://t.co/NxcQYTPfc4 $VXRT https://t.co/NVJOjF68Qq",en,47.0,9.0,VentNation2,13,39,,"[{'text': 'COVID19', 'indices': [76, 84]}]","[{'screen_name': 'Benzinga', 'name': 'Benzinga', 'id': 44060322, 'id_str': '44060322', 'indices': [13, 22]}]","Earth, USA"
2188,Fri Jun 18 21:22:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,,,97thsensei,2205,179,,,,she/her
2189,Fri Jun 18 21:22:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,,en,249.0,164.0,wooyoungurls,568,678,,,,
2190,Fri Jun 18 21:22:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.050841750841750855,0.3946127946127945,,en,249.0,165.0,iidalus,2695,261,,,,pfp/layout use OK with credit
2191,Fri Jun 18 21:22:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/2PAtFYkyUZ https://t.co/WcVq32s9WD",en,581.0,382.0,RJCHVZ,935,1445,,[],[],"High Country, New Mexico, USA"
2192,Fri Jun 18 21:22:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,251.0,166.0,temporaryburner,767,2562,,,,
2193,Fri Jun 18 21:22:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,en,73.0,44.0,Juancin62884213,5842,4922,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]","[{'screen_name': 'BioCubaFarma', 'name': 'BioCubaFarma', 'id': 983814956058578945, 'id_str': '983814956058578945', 'indices': [214, 227]}, {'screen_name': 'FinlayInstituto', 'name': 'Instituto Finlay de Vacunas', 'id': 867464592846442496, 'id_str': '867464592846442496', 'indices': [228, 244]}, {'screen_name': 'cda_dc', 'name': 'CDA', 'id': 61804141, 'id_str': '61804141', 'indices': [245, 252]}, {'screen_name': 'WOLA_org', 'name': 'WOLA', 'id': 133048642, 'id_str': '133048642', 'indices': [253, 262]}, {'screen_name': 'aperezriverol', 'name': 'A. Perez-Riverol', 'id': 802608255373639680, 'id_str': '802608255373639680', 'indices': [263, 277]}]",
2194,Fri Jun 18 21:22:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,152.0,130.0,AdrianKennedy,435,626,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],Variable
2195,Fri Jun 18 21:23:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,,en,,,ZamaniSteven,6,36,,,,
2196,Fri Jun 18 21:23:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,"""In Africa, #COVID19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

We expect things to only get worse.

Less than 2% of Africa’s population has been vaccinated. Vaccines donated next year will be far too late."" 

-@DrTedros @WHO #VaccinEquity https://t.co/Wo6WViwwfc",en,29.0,29.0,Workingwild,2934,1395,,"[{'text': 'COVID19', 'indices': [12, 20]}, {'text': 'VaccinEquity', 'indices': [271, 284]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [256, 265]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [266, 270]}]",South Africa
2197,Fri Jun 18 21:23:06 +0000 2021,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",0.3375,0.725,,en,,,GermanyInAfrica,24237,10574,,,,Africa
2198,Fri Jun 18 21:23:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.05,0.4,,en,256.0,168.0,VBerryBoy,448,325,,,,my cozy coffin
2199,Fri Jun 18 21:23:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,,en,,,ECA_OFFICIAL,111490,1923,,,,"Addis Ababa, Ethiopia"
2200,Fri Jun 18 21:23:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,439.0,216.0,keepnhspublic,56045,1316,,[],[],London
2201,Fri Jun 18 21:23:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,,,Johnny614_,20,155,,,,
2202,Fri Jun 18 21:23:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,,en,257.0,169.0,DeanMar85134812,2,136,,,,Waiting to return to my home
2203,Fri Jun 18 21:23:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.05,0.4,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,439.0,217.0,SaveLewishamAE,7011,4962,,[],[],Lewisham
2204,Fri Jun 18 21:23:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,,,sattixslc,1068,3358,,,,"Salt Lake City, UT"
2205,Fri Jun 18 21:23:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.7,0.7,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,439.0,217.0,SaveLewishamAE,7011,4962,,[],[],Lewisham
2206,Fri Jun 18 21:23:40 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.09375,0.28125,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,152.0,131.0,petechallis25,154,1220,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],London
2207,Fri Jun 18 21:23:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.1958333333333333,0.2875,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,10.0,9.0,ThurlowRoad,97,642,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],
2208,Fri Jun 18 21:23:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.027272727272727268,0.4909090909090909,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,440.0,218.0,Nikandjb,465,1323,,[],[],"Lewisham,London"
2209,Fri Jun 18 21:23:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.05,0.4,"@UN, @WHO, @UNRWA
Do you have some good plan for the #Palestinians⁉️❓❓

#COVID19

""
The Palestinian Authority cancels an agreement with Israeli regarding the exchange of Pfizer vaccines, saying the doses are set to expire soon https://t.co/QKbwSIF9j3
18 Jun 2021",en,0.0,1.0,178kakapo,23719,19999,,"[{'text': 'Palestinians', 'indices': [53, 66]}, {'text': 'COVID19', 'indices': [72, 80]}]","[{'screen_name': 'UN', 'name': 'United Nations', 'id': 14159148, 'id_str': '14159148', 'indices': [0, 3]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [5, 9]}, {'screen_name': 'UNRWA', 'name': 'UNRWA', 'id': 42604302, 'id_str': '42604302', 'indices': [11, 17]}]",Somewhere
2210,Fri Jun 18 21:23:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,,,LysenkoistDr,395,264,,,,
2211,Fri Jun 18 21:23:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.2785714285714285,0.5619047619047618,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,440.0,219.0,DrTonyOSullivan,2126,2054,,[],[],"Lewisham, SE London"
2212,Fri Jun 18 21:23:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,162.0,104.0,CambHealth,1302,382,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],"Cambridge, MA"
2213,Fri Jun 18 21:23:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,,en,261.0,170.0,Smartpeoplethi1,9,131,,,,
2214,Fri Jun 18 21:23:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.14444444444444446,0.2,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",en,944.0,533.0,sambaridly,23,965,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]",CA
2215,Fri Jun 18 21:23:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,"In this interview, I discuss the possible lab origin of SARS-CoV-2, the insanity of lockdowns, and how COVID-19 vaccines are being forced on people.
#SARSCoV2 #COVID19 #Lockdown #Vaccines
https://t.co/EUHZd1qzl0",en,10.0,5.0,RosesRr75701564,6,35,,"[{'text': 'SARSCoV2', 'indices': [149, 158]}, {'text': 'COVID19', 'indices': [159, 167]}, {'text': 'Lockdown', 'indices': [168, 177]}, {'text': 'Vaccines', 'indices': [178, 187]}]",[],Where GOD calls me to go
2216,Fri Jun 18 21:23:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.18888888888888888,,en,,,leloe_m,5300,2008,,,,"Johannesburg, South Africa"
2217,Fri Jun 18 21:24:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.05,0.4,"Good thread here on Delta. I share his frustration with the delayed response. 

And didn’t realize there was such a drop in effectiveness of vaccines against Delta in older populations.",en,10.0,3.0,sattixslc,1068,3358,,[],[],"Salt Lake City, UT"
2218,Fri Jun 18 21:24:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.02072727272727273,0.3289090909090909,"Good thread here on Delta. I share his frustration with the delayed response. 

And didn’t realize there was such a drop in effectiveness of vaccines against Delta in older populations. https://t.co/Q7XpkfevxP",en,10.0,4.0,loganemitchell,1591,5001,,[],[],"Salt Lake City, UT"
2219,Fri Jun 18 21:24:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.09454545454545453,0.4518181818181818,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,10.0,10.0,Moneca_Neary,1375,1876,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],"Sonoma County, California"
2220,Fri Jun 18 21:24:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,,en,261.0,171.0,arbabhaider649,541,322,,,,Lahore
2221,Fri Jun 18 21:24:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3.7007434154171876e-17,0.6333333333333334,,en,261.0,171.0,k13rg3us,30,387,,,,"Bizkaia, País Vasco"
2222,Fri Jun 18 21:24:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.08333333333333333,0.2833333333333333,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,10.0,11.0,jennyOerlich,221,1105,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],"California, USA"
2223,Fri Jun 18 21:24:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,264.0,173.0,VibingObama,101,983,,,,eatign borglar
2224,Fri Jun 18 21:24:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.6,,en,,,TimmyGr91764436,27,192,,,,"New Orleans, LA"
2225,Fri Jun 18 21:24:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.10909090909090907,0.3818181818181817,,en,265.0,174.0,jisavocados,930,1515,,,,she/her 16 Muslim 
2226,Fri Jun 18 21:24:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.5,,en,265.0,175.0,camote322,20,71,,,,Great White North
2227,Fri Jun 18 21:24:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,266.0,176.0,8reaS1mone,124,947,,,,Potawatomi Land
2228,Fri Jun 18 21:24:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,,en,267.0,177.0,JenYetAgain,1004,523,,,,
2229,Fri Jun 18 21:24:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.2364583333333333,0.3375,,en,267.0,178.0,felisanscumslut,51,79,,,,xe • thou • nya NO THEY/THEM
2230,Fri Jun 18 21:24:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.5,0.5,,en,,,twilight2000,1664,744,,,,Left Coast of the US
2231,Fri Jun 18 21:24:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.3333333333333333,,en,269.0,179.0,JEDINEZU,241,408,,,,she/her 19 white latine 🇵🇪 
2232,Fri Jun 18 21:25:06 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.4,0.55,,en,,,blankslate2017,4701,1428,,,,
2233,Fri Jun 18 21:25:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,,en,274.0,180.0,parnell44,816,1312,,,,"Trenton, NJ"
2234,Fri Jun 18 21:25:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.14017857142857146,0.5526785714285715,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,en,73.0,45.0,llovizn54012316,99,106,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]","[{'screen_name': 'BioCubaFarma', 'name': 'BioCubaFarma', 'id': 983814956058578945, 'id_str': '983814956058578945', 'indices': [214, 227]}, {'screen_name': 'FinlayInstituto', 'name': 'Instituto Finlay de Vacunas', 'id': 867464592846442496, 'id_str': '867464592846442496', 'indices': [228, 244]}, {'screen_name': 'cda_dc', 'name': 'CDA', 'id': 61804141, 'id_str': '61804141', 'indices': [245, 252]}, {'screen_name': 'WOLA_org', 'name': 'WOLA', 'id': 133048642, 'id_str': '133048642', 'indices': [253, 262]}, {'screen_name': 'aperezriverol', 'name': 'A. Perez-Riverol', 'id': 802608255373639680, 'id_str': '802608255373639680', 'indices': [263, 277]}]",
